time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21.576434,-0.0163,0.0003,0.0448,0.048
21.591065,0.0029,0.0004,0.0448,0.045
21.612437,0.0079,-0.0045,0.0304,0.032
21.632448,-0.0111,-0.0142,0.0448,0.048
21.651683,-0.0014,-0.0144,0.0448,0.047
21.669788,-0.0011,-0.0047,0.0352,0.036
21.692309,0.0039,0.0000,0.0304,0.031
21.709075,0.0087,0.0049,0.0400,0.041
21.731714,-0.0010,-0.0001,0.0592,0.059
21.750071,-0.0009,-0.0095,0.0496,0.050
21.772919,0.0082,-0.0189,0.0400,0.045
21.789167,-0.0017,0.0001,0.0209,0.021
21.814176,0.0033,-0.0043,0.0304,0.031
21.828680,-0.0013,-0.0137,0.0688,0.070
21.852576,-0.0011,-0.0090,0.0352,0.036
21.880579,0.0038,-0.0088,0.0400,0.041
21.889026,0.0038,0.0008,0.0448,0.045
21.907635,0.0182,-0.0135,0.0209,0.031
21.932766,-0.0010,0.0103,0.0209,0.023
21.947876,-0.0056,0.0193,0.0256,0.033
21.970505,-0.0052,-0.0087,0.0352,0.037
21.987650,0.0137,0.0104,0.0400,0.044
22.012288,0.0042,0.0057,0.0496,0.050
22.026722,-0.0053,0.0009,0.0448,0.045
22.051313,-0.0006,-0.0086,0.0304,0.032
22.066843,0.0043,0.0010,0.0496,0.050
22.086880,0.0044,-0.0040,0.0592,0.059
22.108964,-0.0052,0.0104,0.0352,0.037
22.126172,0.0094,0.0055,0.0400,0.041
22.145811,-0.0048,-0.0183,0.0448,0.049
22.166635,-0.0001,-0.0087,0.0400,0.041
22.186134,0.0093,0.0103,0.0256,0.029
22.209157,0.0092,0.0054,0.0304,0.032
22.228748,0.0137,0.0007,0.0304,0.033
22.249079,0.0042,0.0054,0.0496,0.050
22.266164,-0.0007,-0.0090,0.0400,0.041
22.285901,0.0087,-0.0043,0.0304,0.032
22.310897,-0.0009,-0.0042,0.0400,0.040
22.324943,-0.0055,0.0102,0.0208,0.024
22.344647,0.0080,0.0055,0.0448,0.046
22.365152,0.0031,0.0101,0.0496,0.051
22.383284,-0.0016,-0.0090,0.0496,0.050
22.402976,-0.0064,0.0004,0.0544,0.055
22.426664,-0.0064,0.0050,0.0544,0.055
22.444653,-0.0161,0.0096,0.0496,0.053
22.462682,-0.0016,0.0095,0.0400,0.041
22.482811,0.0031,0.0143,0.0400,0.043
22.502950,0.0091,0.0047,0.0592,0.060
22.522326,-0.0002,0.0047,0.0592,0.059
22.542367,-0.0002,-0.0049,0.0448,0.045
22.562098,-0.0002,0.0001,0.0304,0.030
22.581664,0.0095,-0.0049,0.0400,0.041
22.601535,-0.0048,0.0046,0.0256,0.026
22.621820,0.0047,-0.0001,0.0113,0.012
22.641017,0.0095,0.0046,0.0448,0.046
22.661243,0.0001,0.0136,0.0352,0.038
22.680280,-0.0046,0.0089,0.0256,0.027
22.707941,0.0051,-0.0048,0.0256,0.027
22.720241,-0.0043,-0.0049,0.0400,0.041
22.739747,0.0007,-0.0049,0.0496,0.050
22.760865,0.0007,0.0002,0.0352,0.035
22.779283,-0.0137,0.0091,0.0304,0.035
22.799098,0.0007,-0.0047,0.0304,0.031
22.820306,0.0010,0.0001,0.0448,0.045
22.838833,0.0108,-0.0095,0.0544,0.056
22.859235,0.0061,0.0001,0.0592,0.059
22.878542,0.0014,0.0002,0.0352,0.035
22.898571,-0.0131,0.0004,0.0448,0.047
22.918197,0.0107,0.0005,0.0256,0.028
22.940175,0.0010,0.0054,0.0256,0.026
22.957573,-0.0039,0.0005,0.0496,0.050
22.987518,0.0102,-0.0042,0.0400,0.041
22.997216,0.0049,0.0007,0.0400,0.040
23.017235,-0.0046,0.0057,0.0448,0.045
23.036635,-0.0043,0.0058,0.0304,0.031
23.056887,0.0099,-0.0087,0.0208,0.025
23.076947,0.0146,0.0009,0.0256,0.030
23.100659,0.0050,0.0009,0.0065,0.008
23.117830,0.0096,-0.0036,0.0544,0.055
23.137343,0.0001,-0.0036,0.0304,0.031
23.155616,-0.0046,-0.0034,0.0400,0.040
23.177781,-0.0093,-0.0033,0.0400,0.041
23.195651,-0.0142,-0.0080,0.0544,0.057
23.216824,-0.0046,0.0199,0.0448,0.049
23.235836,0.0049,0.0011,0.0496,0.050
23.256822,-0.0046,0.0059,0.0352,0.036
23.274577,-0.0048,0.0009,0.0400,0.040
23.296700,0.0046,0.0010,0.0496,0.050
23.319844,-0.0145,-0.0133,0.0352,0.040
23.351821,0.0096,-0.0037,0.0400,0.041
23.354696,0.0000,-0.0085,0.0256,0.027
23.379820,0.0095,-0.0132,0.0352,0.039
23.393661,-0.0051,-0.0081,0.0352,0.037
23.418986,-0.0196,0.0014,0.0352,0.040
23.435752,0.0041,0.0059,0.0544,0.055
23.458942,-0.0103,-0.0033,0.0496,0.051
23.474355,-0.0007,0.0015,0.0400,0.040
23.506029,-0.0104,0.0016,0.0257,0.028
23.513480,-0.0115,-0.0080,0.0352,0.038
23.532902,0.0029,0.0110,0.0400,0.042
23.555484,0.0123,0.0060,0.0352,0.038
23.575262,-0.0115,-0.0083,0.0209,0.025
23.600563,0.0124,0.0014,0.0400,0.042
23.632156,0.0019,0.0013,0.0257,0.026
23.633374,0.0069,0.0014,0.0257,0.027
23.655330,0.0019,0.0061,0.0544,0.055
23.673327,-0.0029,0.0061,0.0304,0.031
23.694414,-0.0032,0.0013,0.0400,0.040
23.712963,0.0017,0.0062,0.0305,0.031
23.736659,0.0065,-0.0034,0.0448,0.045
23.749930,0.0063,-0.0082,0.0448,0.046
23.778757,-0.0032,0.0110,0.0161,0.020
23.789417,0.0019,0.0110,0.0209,0.024
23.813082,0.0017,0.0061,0.0352,0.036
23.828790,-0.0078,-0.0034,0.0400,0.041
23.848774,-0.0030,0.0063,0.0496,0.050
23.869426,0.0114,-0.0033,0.0400,0.042
23.894086,0.0064,0.0061,0.0352,0.036
23.909046,-0.0028,-0.0035,0.0448,0.045
23.932596,0.0021,0.0013,0.0304,0.031
23.948399,-0.0028,-0.0035,0.0257,0.026
23.971363,0.0020,0.0059,0.0304,0.031
23.988798,-0.0028,-0.0082,0.0448,0.046
24.011994,-0.0125,0.0110,0.0304,0.035
24.028559,0.0113,0.0206,0.0400,0.046
24.049958,0.0113,0.0060,0.0544,0.056
24.068118,0.0017,0.0013,0.0352,0.035
24.088921,0.0056,0.0060,0.0496,0.050
24.107930,0.0008,-0.0034,0.0352,0.035
24.132814,-0.0090,0.0060,0.0496,0.051
24.147131,0.0004,0.0011,0.0400,0.040
24.173536,0.0050,0.0060,0.0448,0.046
24.186207,-0.0042,-0.0036,0.0400,0.040
24.208996,-0.0040,-0.0035,0.0448,0.045
24.226383,0.0200,0.0107,0.0448,0.050
24.248303,-0.0184,-0.0084,0.0352,0.041
24.265965,-0.0089,-0.0036,0.0496,0.051
24.285340,0.0008,0.0061,0.0257,0.026
24.308654,-0.0137,-0.0179,0.0352,0.042
24.324844,-0.0039,-0.0033,0.0352,0.036
24.345107,0.0057,0.0064,0.0496,0.050
24.364934,0.0014,0.0015,0.0352,0.035
24.384007,-0.0031,-0.0033,0.0352,0.036
24.407011,-0.0033,0.0113,0.0448,0.046
24.437531,-0.0033,-0.0029,0.0400,0.040
24.444801,0.0061,-0.0124,0.0352,0.038
24.465214,-0.0033,0.0019,0.0400,0.040
24.485063,-0.0082,0.0067,0.0544,0.055
24.507538,-0.0026,0.0115,0.0400,0.042
24.525947,-0.0023,-0.0075,0.0400,0.041
24.545287,0.0072,0.0020,0.0305,0.031
24.565477,0.0027,0.0022,0.0400,0.040
24.586722,-0.0020,0.0023,0.0305,0.031
24.603315,0.0029,-0.0025,0.0592,0.059
24.621549,0.0030,0.0022,0.0352,0.035
24.641539,0.0126,0.0070,0.0305,0.034
24.662098,0.0029,0.0069,0.0496,0.050
24.681082,0.0030,0.0019,0.0496,0.050
24.702396,-0.0066,0.0162,0.0304,0.035
24.720458,0.0031,0.0115,0.0448,0.046
24.740141,0.0078,0.0115,0.0257,0.029
24.759962,0.0078,0.0016,0.0209,0.022
24.779914,0.0078,-0.0174,0.0496,0.053
24.803678,0.0030,-0.0079,0.0304,0.032
24.834232,-0.0065,-0.0032,0.0209,0.022
24.839129,-0.0018,0.0017,0.0304,0.031
24.858966,-0.0018,0.0161,0.0352,0.039
24.878875,0.0078,0.0065,0.0352,0.037
24.898775,0.0031,-0.0030,0.0400,0.040
24.918805,-0.0112,0.0064,0.0304,0.033
24.939541,-0.0066,-0.0176,0.0400,0.044
24.960736,0.0126,-0.0029,0.0592,0.061
24.984112,0.0027,-0.0076,0.0592,0.060
24.998300,0.0029,-0.0174,0.0304,0.035
25.017676,0.0074,-0.0031,0.0400,0.041
25.038088,0.0026,0.0114,0.0400,0.042
25.058153,0.0025,-0.0078,0.0352,0.036
25.078290,0.0071,-0.0077,0.0496,0.051
25.097718,0.0025,-0.0027,0.0400,0.040
25.117182,0.0028,-0.0027,0.0161,0.017
25.137652,0.0078,0.0020,0.0304,0.031
25.156969,-0.0067,0.0165,0.0448,0.048
25.177258,-0.0067,0.0070,0.0496,0.051
25.196299,0.0025,-0.0027,0.0400,0.040
25.218575,-0.0072,-0.0075,0.0352,0.037
25.238023,0.0023,-0.0170,0.0448,0.048
25.259329,0.0024,0.0069,0.0352,0.036
25.275819,0.0025,0.0023,0.0257,0.026
25.296245,0.0024,-0.0167,0.0305,0.035
25.318222,0.0021,-0.0072,0.0496,0.050
25.337103,-0.0028,0.0120,0.0353,0.037
25.357410,0.0066,-0.0023,0.0209,0.022
25.376850,0.0112,0.0025,0.0496,0.051
25.395631,0.0017,0.0025,0.0305,0.031
25.415514,-0.0033,-0.0021,0.0257,0.026
25.435690,-0.0079,-0.0117,0.0496,0.052
25.455942,-0.0080,-0.0115,0.0448,0.047
25.475499,-0.0080,-0.0068,0.0401,0.041
25.496573,0.0159,-0.0069,0.0401,0.044
25.513418,0.0010,-0.0022,0.0401,0.040
25.540479,0.0056,-0.0117,0.0544,0.056
25.552851,0.0106,0.0123,0.0592,0.061
25.575845,0.0059,0.0028,0.0401,0.041
25.592739,0.0058,-0.0022,0.0353,0.036
25.614265,-0.0035,0.0025,0.0400,0.040
25.636904,-0.0082,-0.0166,0.0592,0.062
25.655038,-0.0083,-0.0023,0.0496,0.050
25.672871,-0.0126,0.0075,0.0113,0.019
25.696316,-0.0080,-0.0070,0.0305,0.032
25.713417,0.0058,-0.0068,0.0448,0.046
25.735065,-0.0039,0.0077,0.0353,0.036
25.752760,-0.0137,0.0173,0.0305,0.038
25.773991,0.0007,-0.0019,0.0353,0.035
25.790763,0.0006,0.0029,0.0305,0.031
25.812710,0.0056,0.0029,0.0305,0.031
25.830200,-0.0087,-0.0066,0.0353,0.037
25.851599,-0.0040,0.0029,0.0401,0.040
25.869648,0.0100,0.0028,0.0257,0.028
25.890025,0.0005,0.0028,0.0353,0.035
25.909229,-0.0045,-0.0019,0.0353,0.036
25.936151,-0.0140,-0.0018,0.0209,0.025
25.949086,0.0003,0.0030,0.0353,0.035
25.972153,0.0098,0.0078,0.0496,0.051
25.989860,0.0047,-0.0019,0.0448,0.045
26.015257,-0.0002,0.0028,0.0353,0.035
26.029322,-0.0001,0.0026,0.0257,0.026
26.054722,0.0046,0.0170,0.0401,0.044
26.068718,-0.0142,-0.0071,0.0401,0.043
26.091286,-0.0044,-0.0070,0.0305,0.032
26.108762,-0.0043,-0.0163,0.0305,0.035
26.133745,0.0050,-0.0161,0.0401,0.043
26.148234,0.0100,0.0032,0.0449,0.046
26.172545,0.0054,0.0081,0.0449,0.046
26.202242,0.0099,0.0033,0.0353,0.037
26.209530,-0.0093,0.0082,0.0257,0.029
26.228152,-0.0049,0.0132,0.0401,0.042
26.252302,-0.0146,0.0133,0.0353,0.040
26.267303,-0.0051,0.0037,0.0353,0.036
26.289108,0.0094,0.0131,0.0401,0.043
26.307120,-0.0052,0.0082,0.0497,0.051
26.328520,-0.0146,0.0080,0.0401,0.043
26.355491,-0.0004,-0.0064,0.0257,0.026
26.367305,0.0090,0.0079,0.0353,0.037
26.386188,0.0134,-0.0014,0.0353,0.038
26.405224,0.0037,0.0081,0.0305,0.032
26.428340,-0.0050,0.0080,0.0401,0.041
26.452808,0.0086,-0.0014,0.0257,0.027
26.481294,-0.0056,0.0034,0.0544,0.055
26.486409,0.0041,-0.0109,0.0353,0.037
26.505306,0.0045,-0.0014,0.0497,0.050
26.526447,-0.0004,0.0083,0.0257,0.027
26.546301,-0.0003,-0.0059,0.0161,0.017
26.566141,-0.0147,0.0038,0.0353,0.038
26.588995,-0.0004,0.0133,0.0305,0.033
26.606132,0.0044,-0.0061,0.0544,0.055
26.635816,-0.0098,-0.0013,0.0497,0.051
26.645808,-0.0002,0.0034,0.0449,0.045
26.665340,0.0095,-0.0061,0.0544,0.056
26.685623,0.0047,-0.0060,0.0544,0.055
26.706587,-0.0047,-0.0060,0.0449,0.046
26.732829,0.0047,-0.0011,0.0353,0.036
26.743087,-0.0095,-0.0059,0.0257,0.028
26.762320,-0.0047,-0.0010,0.0305,0.031
26.782323,-0.0142,-0.0010,0.0353,0.038
26.802199,-0.0094,0.0227,0.0401,0.047
26.822224,0.0051,-0.0107,0.0353,0.037
26.841414,-0.0043,-0.0012,0.0257,0.026
26.861360,-0.0089,0.0037,0.0401,0.041
26.880996,0.0055,-0.0058,0.0401,0.041
26.911846,-0.0087,-0.0056,0.0353,0.037
26.920615,-0.0085,-0.0105,0.0449,0.047
26.940354,0.0014,0.0182,0.0401,0.044
26.960406,-0.0179,0.0038,0.0305,0.036
26.980893,-0.0130,-0.0057,0.0305,0.034
26.999856,0.0017,0.0038,0.0496,0.050
27.019923,0.0018,0.0229,0.0592,0.064
27.041121,-0.0079,-0.0055,0.0449,0.046
27.059123,0.0016,0.0041,0.0353,0.036
27.079770,0.0016,0.0039,0.0209,0.021
27.098879,0.0016,-0.0055,0.0209,0.022
27.118871,0.0112,0.0089,0.0257,0.029
27.143568,0.0208,0.0182,0.0257,0.038
27.174601,0.0066,-0.0059,0.0496,0.050
27.180505,0.0016,0.0034,0.0544,0.055
27.199188,0.0013,0.0081,0.0401,0.041
27.219156,-0.0035,-0.0014,0.0592,0.059
27.237800,0.0110,0.0033,0.0209,0.024
27.259880,0.0110,-0.0015,0.0305,0.032
27.277345,-0.0080,-0.0157,0.0209,0.027
27.300189,0.0062,-0.0014,0.0353,0.036
27.323153,0.0063,0.0129,0.0592,0.061
27.336605,0.0064,0.0031,0.0592,0.060
27.357579,-0.0128,0.0124,0.0305,0.035
27.376371,-0.0033,0.0122,0.0448,0.047
27.398327,-0.0078,0.0028,0.0448,0.046
27.424253,0.0015,0.0122,0.0400,0.042
27.438529,-0.0080,-0.0117,0.0400,0.042
27.456590,-0.0031,0.0026,0.0352,0.035
27.476351,0.0021,-0.0071,0.0400,0.041
27.495972,0.0071,0.0027,0.0400,0.041
27.515805,-0.0019,0.0023,0.0400,0.040
27.535409,0.0270,-0.0024,0.0400,0.048
27.556097,0.0126,-0.0120,0.0400,0.044
27.575693,0.0079,-0.0168,0.0496,0.053
27.595269,-0.0066,0.0069,0.0592,0.060
27.615372,-0.0019,0.0068,0.0352,0.036
27.635211,-0.0066,0.0020,0.0496,0.050
27.658517,0.0078,-0.0028,0.0400,0.041
27.675188,0.0079,-0.0074,0.0352,0.037
27.701463,-0.0064,-0.0075,0.0448,0.046
27.713909,0.0031,-0.0027,0.0352,0.035
27.735955,0.0031,-0.0169,0.0400,0.044
27.755633,-0.0015,-0.0026,0.0448,0.045
27.773489,0.0034,0.0069,0.0352,0.036
27.796683,-0.0106,-0.0074,0.0065,0.014
27.814804,0.0137,-0.0026,0.0400,0.042
27.834662,-0.0102,0.0070,0.0496,0.051
27.854490,0.0045,-0.0026,0.0256,0.026
27.874543,0.0048,0.0022,0.0352,0.036
27.894384,0.0051,-0.0027,0.0544,0.055
27.913752,0.0194,-0.0123,0.0400,0.046
27.936409,0.0145,-0.0073,0.0400,0.043
27.953613,-0.0093,0.0024,0.0304,0.032
27.982048,-0.0046,0.0070,0.0352,0.036
27.990255,0.0049,-0.0026,0.0352,0.036
28.013381,0.0099,-0.0026,0.0352,0.037
28.030651,0.0148,-0.0073,0.0448,0.048
28.055884,0.0194,-0.0027,0.0161,0.025
28.070401,0.0099,-0.0122,0.0256,0.030
28.089986,0.0098,-0.0074,0.0304,0.033
28.109691,0.0240,-0.0074,0.0448,0.051
28.134748,0.0097,0.0021,0.0448,0.046
28.150015,0.0049,0.0019,0.0352,0.036
28.172151,0.0100,-0.0029,0.0448,0.046
28.188590,0.0152,-0.0174,0.0544,0.059
28.210638,-0.0037,-0.0079,0.0352,0.036
28.228174,-0.0035,0.0113,0.0448,0.046
28.249922,0.0064,0.0014,0.0352,0.036
28.277693,-0.0032,0.0014,0.0400,0.040
28.287505,-0.0033,0.0063,0.0352,0.036
28.307708,0.0015,-0.0035,0.0544,0.054
28.332310,-0.0032,0.0058,0.0544,0.055
28.361258,-0.0032,0.0106,0.0400,0.041
28.371274,0.0159,0.0058,0.0304,0.035
28.386809,0.0208,-0.0039,0.0160,0.027
28.406638,0.0114,-0.0036,0.0352,0.037
28.426521,0.0208,-0.0083,0.0400,0.046
28.446783,0.0110,0.0014,0.0400,0.041
28.470687,-0.0027,0.0158,0.0352,0.039
28.488601,-0.0076,0.0011,0.0400,0.041
28.516320,-0.0049,-0.0084,0.0448,0.046
28.528250,-0.0002,0.0011,0.0448,0.045
28.546273,0.0134,0.0011,0.0592,0.061
28.567150,0.0040,-0.0134,0.0352,0.038
28.585059,-0.0200,0.0010,0.0304,0.036
28.610688,-0.0011,0.0057,0.0400,0.040
28.644995,-0.0013,-0.0133,0.0400,0.042
28.645837,0.0081,-0.0038,0.0592,0.060
28.666698,0.0082,0.0009,0.0496,0.050
28.684663,-0.0016,-0.0038,0.0304,0.031
28.707546,-0.0115,0.0011,0.0352,0.037
28.727164,0.0125,-0.0085,0.0448,0.047
28.747218,0.0028,0.0059,0.0256,0.026
28.766776,0.0076,0.0009,0.0113,0.014
28.792789,-0.0068,-0.0038,0.0400,0.041
28.805201,-0.0018,-0.0038,0.0640,0.064
28.823313,0.0174,0.0009,0.0400,0.044
28.846479,0.0078,0.0056,0.0400,0.041
28.864762,0.0031,-0.0088,0.0256,0.027
28.882155,0.0030,-0.0181,0.0400,0.044
28.902024,0.0028,0.0059,0.0400,0.041
28.923496,0.0170,0.0108,0.0256,0.033
28.941454,0.0258,-0.0132,0.0400,0.049
28.961296,0.0065,-0.0084,0.0304,0.032
28.981981,-0.0029,0.0010,0.0544,0.054
29.001070,-0.0078,-0.0087,0.0352,0.037
29.020596,0.0063,-0.0039,0.0352,0.036
29.041082,0.0112,-0.0038,0.0304,0.033
29.073233,0.0013,-0.0182,0.0448,0.048
29.079726,0.0010,0.0008,0.0496,0.050
29.099737,0.0010,-0.0088,0.0496,0.050
29.119549,0.0010,-0.0133,0.0256,0.029
29.139525,0.0106,-0.0134,0.0161,0.023
29.162256,0.0105,-0.0085,0.0400,0.042
29.181186,0.0056,0.0059,0.0256,0.027
29.205469,-0.0040,0.0011,0.0304,0.031
29.218314,-0.0041,-0.0085,0.0400,0.041
29.241019,-0.0087,-0.0084,0.0256,0.028
29.258856,-0.0085,0.0012,0.0448,0.046
29.280668,0.0058,0.0059,0.0592,0.060
29.298201,0.0106,0.0057,0.0352,0.037
29.317929,0.0056,0.0056,0.0448,0.045
29.337432,0.0101,0.0105,0.0304,0.034
29.357873,0.0004,-0.0039,0.0256,0.026
29.377273,-0.0093,-0.0089,0.0304,0.033
29.397089,-0.0045,-0.0040,0.0304,0.031
29.416421,-0.0004,0.0007,0.0496,0.050
29.438706,0.0044,0.0055,0.0448,0.045
29.457682,-0.0051,0.0054,0.0448,0.045
29.485553,-0.0052,-0.0092,0.0496,0.051
29.496167,-0.0003,0.0005,0.0448,0.045
29.516271,-0.0039,-0.0044,0.0544,0.055
29.536221,0.0104,0.0051,0.0352,0.037
29.558798,0.0058,0.0004,0.0256,0.026
29.577611,-0.0088,0.0003,0.0448,0.046
29.598600,0.0104,-0.0092,0.0352,0.038
29.617382,-0.0087,-0.0139,0.0448,0.048
29.635819,-0.0134,0.0102,0.0448,0.048
29.657563,-0.0045,-0.0042,0.0400,0.040
29.674684,0.0001,-0.0040,0.0400,0.040
29.697096,0.0001,-0.0135,0.0256,0.029
29.713806,0.0002,0.0008,0.0400,0.040
29.736904,-0.0045,0.0152,0.0544,0.057
29.763622,0.0003,-0.0135,0.0304,0.033
29.775636,0.0001,-0.0132,0.0209,0.025
29.793185,0.0000,-0.0037,0.0209,0.021
29.816242,-0.0097,-0.0086,0.0256,0.029
29.833708,-0.0005,0.0060,0.0496,0.050
29.869288,-0.0054,0.0059,0.0496,0.050
29.872887,-0.0055,-0.0082,0.0544,0.055
29.897849,-0.0011,0.0111,0.0544,0.056
29.913267,0.0086,0.0063,0.0352,0.037
29.936535,0.0085,-0.0175,0.0257,0.032
29.953842,0.0036,-0.0079,0.0400,0.041
29.974866,-0.0014,0.0063,0.0400,0.041
29.992784,0.0084,-0.0033,0.0496,0.050
30.013212,-0.0013,-0.0127,0.0352,0.037
30.031612,-0.0063,0.0015,0.0400,0.041
30.053096,-0.0013,0.0062,0.0257,0.026
30.070141,-0.0015,-0.0082,0.0352,0.036
30.094410,-0.0060,-0.0083,0.0400,0.041
30.123750,-0.0011,-0.0033,0.0352,0.035
30.131970,0.0037,0.0110,0.0544,0.056
30.149376,-0.0157,-0.0130,0.0305,0.037
30.171619,-0.0062,-0.0130,0.0448,0.047
30.189138,-0.0062,-0.0128,0.0400,0.042
30.211193,-0.0062,-0.0079,0.0352,0.037
30.228552,0.0032,-0.0080,0.0400,0.041
30.256012,0.0082,-0.0033,0.0400,0.041
30.268445,0.0078,0.0015,0.0736,0.074
30.288063,-0.0019,-0.0083,0.0257,0.027
30.308458,-0.0114,-0.0080,0.0257,0.029
30.330275,0.0078,-0.0177,0.0305,0.036
30.349141,0.0126,0.0015,0.0305,0.033
30.371021,-0.0017,0.0159,0.0352,0.039
30.392822,-0.0018,0.0017,0.0305,0.031
30.407133,-0.0112,-0.0079,0.0257,0.029
30.427519,-0.0065,0.0015,0.0352,0.036
30.450556,-0.0018,0.0061,0.0496,0.050
30.467220,0.0028,0.0109,0.0400,0.042
30.488639,0.0122,-0.0035,0.0448,0.047
30.506464,-0.0024,-0.0035,0.0209,0.021
30.527992,-0.0118,-0.0035,0.0448,0.046
30.554629,0.0164,0.0061,0.0352,0.039
30.570475,0.0012,0.0013,0.0305,0.031
30.599924,-0.0091,0.0061,0.0257,0.028
30.787790,0.0053,0.0019,0.0400,0.040
30.788174,-0.0097,0.0065,0.0544,0.056
30.788500,-0.0056,-0.0128,0.0305,0.033
30.788695,0.0081,-0.0128,0.0257,0.030
30.788873,0.0033,0.0064,0.0544,0.055
30.789055,-0.0068,0.0019,0.0400,0.041
30.789468,-0.0170,-0.0078,0.0209,0.028
30.789679,0.0022,-0.0029,0.0305,0.031
30.789861,-0.0079,-0.0079,0.0496,0.051
30.896988,-0.0128,0.0111,0.0352,0.039
30.897380,-0.0036,-0.0033,0.0304,0.031
30.897649,0.0007,-0.0032,0.0304,0.031
30.897817,-0.0049,-0.0172,0.0304,0.035
30.897992,-0.0097,0.0109,0.0496,0.052
30.902507,-0.0201,-0.0026,0.0400,0.045
30.923263,-0.0016,-0.0075,0.0400,0.041
30.942978,-0.0112,-0.0025,0.0400,0.042
30.962804,-0.0214,0.0117,0.0640,0.068
30.982678,-0.0125,-0.0122,0.0496,0.053
31.002473,-0.0032,-0.0027,0.0448,0.045
31.022696,0.0063,0.0115,0.0352,0.038
31.042131,0.0007,0.0114,0.0448,0.046
31.064981,-0.0047,0.0017,0.0400,0.040
31.082464,-0.0046,-0.0031,0.0400,0.040
31.102230,-0.0193,0.0019,0.0496,0.053
31.121792,-0.0105,0.0019,0.0257,0.028
31.142678,-0.0161,0.0113,0.0257,0.032
31.161469,-0.0207,0.0066,0.0544,0.059
31.184549,-0.0307,-0.0027,0.0352,0.047
31.204030,-0.0074,-0.0026,0.0304,0.031
31.220972,-0.0075,-0.0122,0.0400,0.043
31.241282,-0.0268,-0.0122,0.0304,0.042
31.260405,-0.0127,0.0021,0.0496,0.051
31.280293,-0.0130,0.0021,0.0209,0.025
31.300074,-0.0231,0.0020,0.0256,0.035
31.319936,-0.0236,0.0020,0.0448,0.051
31.340147,-0.0145,-0.0122,0.0448,0.049
31.359640,-0.0193,-0.0217,0.0161,0.033
31.379330,-0.0244,-0.0120,0.0304,0.041
31.399304,-0.0107,-0.0166,0.0640,0.067
31.418940,-0.0107,0.0026,0.0400,0.042
31.439190,-0.0258,0.0026,0.0592,0.065
31.459166,-0.0361,-0.0071,0.0352,0.051
31.478538,-0.0127,-0.0067,0.0400,0.043
31.498182,-0.0225,-0.0068,0.0304,0.038
31.518060,-0.0033,-0.0021,0.0400,0.040
31.537821,-0.0176,0.0069,0.0304,0.036
31.557730,0.0028,-0.0043,0.0448,0.045
31.578076,0.0171,-0.0138,0.0256,0.034
31.597323,0.0025,-0.0041,0.0304,0.031
31.617167,0.0215,-0.0137,0.0400,0.047
31.637602,0.0168,-0.0040,0.0257,0.031
31.657157,0.0022,0.0055,0.0209,0.022
31.677098,-0.0025,0.0056,0.0400,0.040
31.696648,-0.0024,-0.0133,0.0352,0.038
31.716588,-0.0119,-0.0132,0.0305,0.035
31.736950,-0.0071,-0.0134,0.0400,0.043
31.756546,0.0069,0.0009,0.0496,0.050
31.776410,-0.0122,0.0009,0.0352,0.037
31.796092,-0.0029,0.0106,0.0257,0.028
31.816069,-0.0031,-0.0132,0.0209,0.025
31.836796,0.0066,-0.0130,0.0448,0.047
31.855351,-0.0030,-0.0171,0.0305,0.035
31.875139,-0.0078,0.0014,0.0400,0.041
31.895212,-0.0128,-0.0080,0.0353,0.038
31.914696,-0.0129,-0.0263,0.0305,0.042
31.935312,0.0014,-0.0166,0.0257,0.031
31.954478,0.0062,-0.0026,0.0496,0.050
31.974270,0.0157,0.0070,0.0305,0.035
31.994171,0.0112,-0.0073,0.0448,0.047
32.014366,0.0064,-0.0162,0.0401,0.044
32.034494,-0.0079,0.0023,0.0257,0.027
32.053829,-0.0082,0.0023,0.0496,0.050
32.074397,0.0110,-0.0071,0.0305,0.033
32.092980,-0.0128,0.0024,0.0448,0.047
32.112742,0.0015,0.0072,0.0353,0.036
32.132796,-0.0080,-0.0024,0.0496,0.050
32.153318,-0.0174,0.0071,0.0401,0.044
32.172253,-0.0028,0.0120,0.0305,0.033
32.192356,0.0113,-0.0023,0.0496,0.051
32.212044,-0.0129,0.0024,0.0496,0.051
32.231588,-0.0083,-0.0160,0.0496,0.053
32.251636,-0.0036,-0.0023,0.0353,0.036
32.271320,-0.0084,0.0120,0.0401,0.043
32.291091,-0.0083,0.0071,0.0401,0.042
32.311220,-0.0033,-0.0024,0.0305,0.031
32.330959,0.0015,-0.0163,0.0305,0.035
32.350352,0.0158,-0.0122,0.0544,0.058
32.370743,0.0014,0.0024,0.0353,0.035
32.390204,-0.0224,-0.0072,0.0448,0.051
32.410324,0.0016,-0.0070,0.0401,0.041
32.430143,-0.0029,0.0075,0.0209,0.022
32.449716,-0.0028,-0.0069,0.0401,0.041
32.470707,-0.0121,0.0122,0.0353,0.039
32.489456,-0.0074,-0.0069,0.0353,0.037
32.509222,-0.0022,-0.0021,0.0544,0.055
32.528875,0.0023,0.0024,0.0305,0.031
32.549135,-0.0069,0.0122,0.0401,0.042
32.569535,0.0075,0.0218,0.0401,0.046
32.588678,0.0121,0.0360,0.0305,0.049
32.608425,-0.0023,0.0120,0.0209,0.024
32.628256,-0.0023,-0.0070,0.0353,0.036
