time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
55.659075,-0.0135,-0.0059,0.0160,0.022
55.678621,-0.0136,-0.0011,0.0352,0.038
55.698842,-0.0088,0.0038,0.0592,0.060
55.718357,0.0054,-0.0249,0.0448,0.052
55.738453,0.0101,-0.0010,0.0256,0.028
55.757949,-0.0047,0.0037,0.0496,0.050
55.778059,-0.0048,0.0179,0.0448,0.048
55.797715,0.0000,-0.0109,0.0352,0.037
55.817835,-0.0045,0.0037,0.0208,0.022
55.837761,0.0099,0.0133,0.0352,0.039
55.857253,0.0194,-0.0011,0.0304,0.036
55.877170,-0.0093,-0.0155,0.0544,0.057
55.896846,-0.0093,-0.0059,0.0544,0.055
55.916674,0.0003,0.0083,0.0448,0.046
55.936572,0.0099,0.0081,0.0496,0.051
55.956532,-0.0094,-0.0060,0.0496,0.051
55.976092,-0.0092,-0.0010,0.0400,0.041
55.996066,-0.0090,-0.0007,0.0352,0.036
56.015642,0.0005,0.0041,0.0496,0.050
56.035518,0.0054,0.0040,0.0400,0.041
56.055531,-0.0043,0.0088,0.0400,0.041
56.075451,-0.0043,-0.0103,0.0400,0.042
56.095099,-0.0043,0.0040,0.0496,0.050
56.114968,-0.0030,0.0042,0.0400,0.040
56.134993,0.0018,0.0041,0.0448,0.045
56.154512,0.0065,0.0137,0.0448,0.047
56.174504,-0.0030,0.0039,0.0256,0.026
56.194057,0.0161,0.0039,0.0352,0.039
56.213781,0.0066,0.0137,0.0544,0.056
56.233533,-0.0029,0.0042,0.0304,0.031
56.253660,-0.0126,0.0043,0.0496,0.051
56.273885,-0.0031,-0.0005,0.0304,0.031
56.293172,-0.0031,-0.0053,0.0352,0.036
56.313155,-0.0031,0.0041,0.0352,0.036
56.332865,0.0018,0.0040,0.0400,0.040
56.352381,0.0016,-0.0007,0.0304,0.030
56.372536,-0.0031,0.0088,0.0352,0.036
56.392304,-0.0080,0.0038,0.0352,0.036
56.411853,0.0017,0.0040,0.0304,0.031
56.431573,0.0110,0.0135,0.0256,0.031
56.451584,-0.0035,0.0039,0.0400,0.040
56.471546,0.0156,-0.0056,0.0304,0.035
56.491280,0.0058,-0.0059,0.0400,0.041
56.510924,-0.0039,0.0132,0.0448,0.047
56.530777,0.0103,0.0083,0.0592,0.061
56.550603,0.0005,-0.0107,0.0400,0.041
56.570440,-0.0139,0.0085,0.0352,0.039
56.590577,0.0001,0.0038,0.0161,0.017
56.610095,-0.0047,-0.0058,0.0256,0.027
56.630061,0.0001,0.0039,0.0352,0.035
56.649481,0.0046,0.0182,0.0400,0.044
56.669813,-0.0002,0.0133,0.0448,0.047
56.689124,-0.0001,0.0134,0.0352,0.038
56.709004,-0.0144,-0.0105,0.0400,0.044
56.728697,-0.0146,0.0088,0.0209,0.027
56.748501,-0.0053,0.0041,0.0304,0.031
56.768411,0.0042,-0.0102,0.0304,0.032
56.788143,0.0042,-0.0058,0.0448,0.045
56.807901,-0.0100,-0.0105,0.0448,0.047
56.827789,0.0046,-0.0057,0.0400,0.041
56.847812,-0.0096,0.0089,0.0161,0.021
56.867683,-0.0048,-0.0055,0.0352,0.036
56.887407,0.0047,-0.0006,0.0352,0.036
56.907094,-0.0049,-0.0054,0.0209,0.022
56.926818,-0.0096,-0.0057,0.0161,0.020
56.946687,-0.0098,-0.0152,0.0352,0.040
56.966673,0.0094,0.0182,0.0400,0.045
56.986672,-0.0044,-0.0056,0.0257,0.027
57.006310,-0.0091,0.0086,0.0304,0.033
57.025905,0.0102,0.0134,0.0161,0.023
57.045746,0.0054,0.0085,0.0496,0.051
57.065606,-0.0041,0.0084,0.0352,0.036
57.085608,-0.0042,0.0035,0.0161,0.017
57.105293,-0.0060,0.0035,0.0161,0.017
57.125355,-0.0011,-0.0060,0.0400,0.040
57.144911,-0.0156,-0.0013,0.0496,0.052
57.164650,-0.0057,0.0081,0.0400,0.041
57.184781,0.0181,-0.0205,0.0448,0.052
57.204356,-0.0013,-0.0108,0.0448,0.046
57.223993,-0.0106,0.0180,0.0352,0.041
57.243886,-0.0107,-0.0109,0.0352,0.038
57.263743,-0.0152,-0.0157,0.0544,0.059
57.283522,-0.0151,0.0082,0.0448,0.048
57.303399,0.0038,-0.0014,0.0256,0.026
57.323268,0.0037,-0.0016,0.0256,0.026
57.342867,-0.0059,-0.0112,0.0352,0.037
57.362810,-0.0009,-0.0064,0.0496,0.050
57.382752,0.0040,0.0030,0.0256,0.026
57.402406,-0.0007,-0.0016,0.0208,0.021
57.422264,-0.0007,-0.0013,0.0448,0.045
57.442444,-0.0051,0.0080,0.0208,0.023
57.462164,-0.0053,0.0127,0.0304,0.033
57.481769,-0.0051,-0.0065,0.0544,0.055
57.502059,-0.0003,-0.0112,0.0544,0.056
57.521927,-0.0145,0.0030,0.0256,0.030
57.543426,0.0047,0.0029,0.0304,0.031
57.563049,0.0095,-0.0069,0.0352,0.037
57.582227,-0.0096,-0.0115,0.0496,0.052
57.602341,-0.0049,-0.0113,0.0352,0.037
57.620394,-0.0056,-0.0018,0.0304,0.031
57.641342,-0.0056,-0.0017,0.0160,0.017
57.660746,-0.0054,0.0269,0.0400,0.049
57.682190,0.0089,-0.0018,0.0208,0.023
57.700925,-0.0099,-0.0207,0.0400,0.046
57.720785,-0.0002,-0.0014,0.0400,0.040
57.739777,0.0093,0.0035,0.0544,0.055
57.759786,-0.0147,0.0083,0.0400,0.043
57.780368,-0.0145,0.0035,0.0400,0.043
57.800559,-0.0049,-0.0062,0.0400,0.041
57.820477,0.0048,-0.0062,0.0304,0.031
57.839141,0.0046,0.0177,0.0400,0.044
57.858377,-0.0002,-0.0013,0.0448,0.045
57.878969,0.0044,0.0039,0.0304,0.031
57.898170,-0.0099,-0.0060,0.0256,0.028
57.917783,-0.0003,0.0035,0.0400,0.040
57.937760,-0.0003,-0.0109,0.0352,0.037
57.957386,0.0042,-0.0060,0.0352,0.036
57.977747,-0.0101,-0.0016,0.0208,0.023
57.996960,-0.0003,-0.0062,0.0256,0.026
58.017046,-0.0100,-0.0062,0.0304,0.033
58.036870,-0.0051,-0.0113,0.0400,0.042
58.056637,0.0091,-0.0065,0.0160,0.020
58.076598,-0.0149,0.0032,0.0448,0.047
58.096177,-0.0103,-0.0112,0.0448,0.047
58.115956,-0.0132,0.0031,0.0304,0.033
58.135758,-0.0085,-0.0013,0.0304,0.032
58.155755,-0.0085,0.0035,0.0400,0.041
58.177025,-0.0037,0.0131,0.0496,0.051
58.195134,-0.0038,0.0084,0.0256,0.027
58.214701,0.0009,0.0038,0.0304,0.031
58.236567,0.0058,-0.0107,0.0496,0.051
58.255217,0.0056,0.0038,0.0304,0.031
58.274056,0.0010,-0.0011,0.0496,0.050
58.294441,0.0059,0.0132,0.0304,0.034
58.314087,0.0009,0.0086,0.0352,0.036
58.333859,-0.0134,-0.0009,0.0400,0.042
58.353525,0.0010,-0.0058,0.0304,0.031
58.373608,0.0010,0.0084,0.0352,0.036
58.393554,-0.0038,-0.0061,0.0304,0.031
58.413211,-0.0040,-0.0109,0.0448,0.046
58.433066,-0.0038,-0.0061,0.0304,0.031
58.452943,0.0057,-0.0158,0.0304,0.035
58.472996,-0.0040,-0.0015,0.0208,0.021
58.492687,0.0009,-0.0064,0.0448,0.045
58.512264,0.0010,0.0033,0.0352,0.035
58.532431,0.0008,0.0032,0.0352,0.035
58.552135,0.0053,0.0077,0.0400,0.041
58.572231,-0.0093,0.0077,0.0448,0.046
58.591592,-0.0044,0.0030,0.0208,0.022
58.611324,0.0101,-0.0065,0.0161,0.020
58.631019,-0.0138,0.0079,0.0256,0.030
58.651009,0.0004,0.0031,0.0400,0.040
58.671111,0.0098,0.0030,0.0304,0.032
58.690608,-0.0144,-0.0018,0.0352,0.038
58.710305,-0.0142,-0.0068,0.0208,0.026
58.730138,0.0004,-0.0067,0.0113,0.013
58.749923,-0.0039,-0.0067,0.0304,0.031
58.770161,0.0011,-0.0116,0.0352,0.037
58.789561,0.0012,0.0028,0.0352,0.035
58.809246,-0.0035,0.0074,0.0160,0.018
58.829153,-0.0033,-0.0167,0.0304,0.035
58.849325,-0.0081,0.0071,0.0304,0.032
58.869336,-0.0080,-0.0073,0.0352,0.037
58.888737,0.0063,-0.0026,0.0304,0.031
58.908725,0.0019,-0.0074,0.0400,0.041
58.928455,-0.0076,-0.0074,0.0448,0.046
58.948127,-0.0026,-0.0121,0.0400,0.042
58.968462,-0.0028,0.0024,0.0400,0.040
58.988156,0.0024,-0.0072,0.0448,0.045
59.007599,0.0072,0.0022,0.0400,0.041
59.027385,0.0028,0.0023,0.0400,0.040
59.047365,-0.0072,0.0024,0.0304,0.031
59.067279,-0.0120,-0.0025,0.0304,0.033
59.086908,-0.0023,-0.0074,0.0256,0.027
59.106996,0.0110,0.0069,0.0256,0.029
59.126664,0.0110,-0.0074,0.0160,0.021
59.146674,0.0016,0.0118,0.0112,0.016
59.166370,0.0111,0.0118,0.0208,0.026
59.185796,-0.0081,0.0211,0.0208,0.031
59.205748,-0.0031,0.0162,0.0400,0.043
59.225582,-0.0078,0.0018,0.0591,0.060
59.245521,0.0115,0.0114,0.0400,0.043
59.265144,0.0066,-0.0078,0.0352,0.037
59.285319,-0.0031,0.0161,0.0352,0.039
59.305074,-0.0223,0.0018,0.0448,0.050
59.325037,-0.0128,-0.0124,0.0208,0.027
59.344650,-0.0030,-0.0029,0.0352,0.035
59.364538,-0.0030,0.0018,0.0400,0.040
59.384571,-0.0032,0.0018,0.0448,0.045
59.404026,0.0014,0.0018,0.0400,0.040
59.423637,0.0063,0.0021,0.0256,0.026
59.443645,0.0156,-0.0172,0.0112,0.026
59.463404,0.0060,-0.0221,0.0448,0.050
59.483124,-0.0038,-0.0029,0.0352,0.036
59.503048,-0.0136,-0.0029,0.0352,0.038
59.523369,-0.0088,-0.0030,0.0208,0.023
59.542689,0.0103,-0.0077,0.0256,0.029
59.562573,-0.0039,-0.0077,0.0304,0.032
59.582280,-0.0138,0.0019,0.0496,0.051
59.601949,-0.0091,-0.0077,0.0352,0.037
59.621967,0.0006,0.0020,0.0352,0.035
59.641942,0.0005,0.0115,0.0160,0.020
59.661538,-0.0046,-0.0076,0.0256,0.027
59.681345,-0.0046,-0.0028,0.0208,0.022
59.701258,0.0050,0.0020,0.0496,0.050
59.721646,-0.0092,0.0116,0.0208,0.026
59.741308,-0.0094,-0.0076,0.0160,0.020
59.760693,-0.0048,-0.0220,0.0208,0.031
59.780440,0.0144,-0.0075,0.0496,0.052
59.800401,0.0049,-0.0124,0.0352,0.038
59.821133,0.0001,-0.0027,0.0304,0.031
59.839853,-0.0095,0.0069,0.0208,0.024
59.859903,-0.0049,0.0022,0.0256,0.026
59.879557,-0.0096,-0.0075,0.0304,0.033
59.899360,-0.0001,-0.0120,0.0304,0.033
59.918989,0.0046,-0.0119,0.0256,0.029
59.938954,-0.0098,-0.0115,0.0352,0.038
59.958785,-0.0099,-0.0114,0.0256,0.030
59.978666,0.0043,-0.0064,0.0304,0.031
59.998466,0.0090,0.0079,0.0448,0.046
60.019006,-0.0053,-0.0015,0.0400,0.040
60.037891,-0.0002,-0.0160,0.0448,0.048
60.057982,-0.0049,0.0033,0.0256,0.026
60.077359,-0.0048,0.0036,0.0448,0.045
60.097054,0.0044,0.0037,0.0304,0.031
60.117031,-0.0081,0.0083,0.0544,0.056
60.136929,-0.0078,-0.0014,0.0592,0.060
60.156768,0.0018,-0.0111,0.0448,0.046
60.176478,0.0018,-0.0111,0.0496,0.051
60.196408,-0.0079,0.0031,0.0352,0.036
60.216017,-0.0073,0.0125,0.0304,0.034
60.236249,-0.0123,-0.0020,0.0160,0.020
60.256375,-0.0121,0.0031,0.0448,0.046
60.275655,-0.0072,-0.0016,0.0352,0.036
60.295320,0.0024,0.0082,0.0161,0.018
60.315443,0.0025,-0.0062,0.0400,0.041
60.335025,0.0026,-0.0015,0.0256,0.026
60.354873,-0.0214,0.0223,0.0256,0.040
60.374639,-0.0022,0.0033,0.0448,0.045
60.394418,-0.0115,-0.0206,0.0400,0.046
60.414558,-0.0019,-0.0206,0.0208,0.029
60.434428,0.0078,0.0128,0.0160,0.022
60.454083,0.0028,0.0033,0.0352,0.035
60.473529,0.0027,0.0034,0.0352,0.035
60.493380,-0.0069,0.0082,0.0160,0.019
60.513203,-0.0021,0.0178,0.0256,0.031
60.533272,0.0026,-0.0012,0.0352,0.035
60.552933,0.0026,-0.0014,0.0448,0.045
60.572770,-0.0117,0.0129,0.0208,0.027
60.592737,0.0030,-0.0111,0.0256,0.028
60.612511,0.0077,-0.0158,0.0400,0.044
60.632207,-0.0019,-0.0014,0.0400,0.040
60.652145,-0.0019,0.0034,0.0352,0.035
60.671845,-0.0061,-0.0015,0.0304,0.031
60.691775,0.0033,-0.0013,0.0352,0.035
60.711879,-0.0063,-0.0013,0.0352,0.036
60.731519,-0.0110,-0.0061,0.0496,0.051
60.751269,0.0128,-0.0014,0.0017,0.013
60.770979,0.0175,0.0034,0.0161,0.024
60.790679,-0.0115,-0.0061,0.0208,0.025
60.810609,-0.0065,-0.0157,0.0113,0.020
60.830904,-0.0018,-0.0014,0.0400,0.040
60.851046,-0.0067,0.0033,0.0400,0.041
60.870169,0.0031,-0.0017,0.0400,0.040
60.889852,0.0031,0.0030,0.0352,0.035
60.909633,-0.0015,-0.0018,0.0208,0.021
60.929705,0.0128,-0.0066,0.0208,0.025
60.949595,0.0080,0.0031,0.0400,0.041
60.969519,0.0175,0.0077,0.0304,0.036
60.989085,0.0079,-0.0019,0.0352,0.036
61.009039,0.0033,-0.0066,0.0256,0.027
61.028400,0.0080,-0.0113,0.0208,0.025
61.048298,-0.0014,-0.0113,0.0496,0.051
61.069566,0.0037,0.0077,0.0352,0.036
61.087979,-0.0059,0.0077,-0.0079,0.012
61.108186,-0.0117,0.0028,0.0208,0.024
61.128060,0.0025,0.0077,0.0256,0.027
61.147636,0.0171,0.0028,0.0352,0.039
61.167736,-0.0020,0.0076,0.0352,0.036
61.187214,-0.0114,0.0076,0.0208,0.025
61.206826,-0.0018,0.0077,0.0160,0.018
61.227191,-0.0020,0.0029,0.0448,0.045
61.246831,-0.0022,0.0029,0.0496,0.050
61.266280,-0.0069,-0.0068,0.0448,0.046
61.286422,-0.0166,-0.0019,0.0208,0.027
61.306018,0.0168,-0.0210,0.0400,0.048
61.326712,0.0071,0.0078,0.0400,0.041
61.345510,-0.0072,0.0175,0.0160,0.025
61.365185,-0.0070,0.0077,0.0400,0.041
61.385769,-0.0022,-0.0114,0.0304,0.033
61.405097,0.0120,-0.0065,0.0208,0.025
61.425607,-0.0028,0.0031,0.0256,0.026
61.444912,-0.0172,0.0079,0.0208,0.028
61.464730,-0.0077,-0.0115,0.0304,0.033
61.484425,-0.0076,-0.0114,0.0304,0.033
61.503951,-0.0124,0.0081,0.0400,0.043
61.524500,-0.0075,0.0034,0.0256,0.027
61.544589,-0.0075,-0.0013,0.0256,0.027
61.564036,0.0068,-0.0108,0.0400,0.042
61.583916,-0.0029,0.0037,0.0352,0.036
61.603610,-0.0077,0.0084,0.0256,0.028
61.623402,-0.0077,0.0037,0.0304,0.032
61.642931,-0.0024,-0.0011,0.0496,0.050
61.662701,0.0072,-0.0058,0.0256,0.027
61.682297,-0.0071,-0.0057,0.0113,0.014
61.701883,-0.0166,-0.0058,0.0448,0.048
61.722084,-0.0022,0.0039,0.0400,0.040
61.741812,-0.0021,-0.0057,0.0304,0.031
61.761505,-0.0214,-0.0008,0.0208,0.030
61.781390,-0.0116,-0.0199,0.0161,0.028
61.801192,-0.0116,-0.0007,0.0161,0.020
61.821512,-0.0163,-0.0101,0.0352,0.040
61.841864,0.0030,0.0089,0.0304,0.032
61.861329,-0.0015,0.0089,0.0256,0.027
61.880982,-0.0065,-0.0197,0.0256,0.033
61.901319,-0.0161,-0.0006,0.0448,0.048
61.920226,-0.0159,-0.0056,0.0304,0.035
61.939984,-0.0060,-0.0105,0.0208,0.024
61.959933,-0.0107,-0.0106,0.0400,0.043
61.979286,-0.0058,-0.0012,0.0400,0.040
61.999215,0.0131,0.0180,0.0256,0.034
62.019131,-0.0202,-0.0105,0.0160,0.028
62.038979,-0.0105,-0.0104,0.0256,0.030
62.058635,-0.0009,-0.0200,0.0352,0.040
62.089895,0.0038,-0.0010,0.0496,0.050
62.098166,-0.0010,0.0038,0.0256,0.026
62.118299,0.0064,0.0034,0.0208,0.022
62.137930,-0.0082,-0.0009,0.0208,0.022
62.158316,0.0061,0.0033,0.0208,0.022
62.177798,0.0063,0.0079,0.0400,0.041
62.197692,-0.0032,0.0031,0.0400,0.040
62.217437,-0.0081,-0.0107,0.0304,0.033
62.236942,0.0111,-0.0017,0.0160,0.020
62.256994,0.0015,-0.0154,0.0256,0.030
62.276458,-0.0034,-0.0058,0.0304,0.031
62.296606,0.0019,-0.0015,0.0352,0.035
62.316231,0.0067,0.0032,0.0400,0.041
62.336083,0.0024,-0.0059,0.0304,0.031
62.356164,0.0120,-0.0017,0.0352,0.037
62.375783,0.0071,0.0032,0.0352,0.036
62.395581,0.0025,-0.0066,0.0208,0.022
62.415866,-0.0071,0.0124,0.0256,0.029
62.435251,0.0071,-0.0108,0.0592,0.061
62.454945,-0.0122,-0.0018,0.0304,0.033
62.475476,-0.0025,0.0125,0.0304,0.033
62.494878,-0.0072,-0.0115,0.0352,0.038
62.514805,0.0072,-0.0018,0.0256,0.027
62.534530,0.0023,-0.0068,0.0160,0.018
62.554281,0.0070,0.0123,0.0304,0.034
62.573888,0.0027,0.0074,0.0352,0.036
62.593829,-0.0019,0.0074,0.0256,0.027
62.613747,-0.0067,0.0122,0.0208,0.025
62.633446,0.0074,-0.0021,0.0304,0.031
62.653127,-0.0069,0.0026,0.0448,0.045
62.672928,-0.0022,-0.0020,0.0496,0.050
62.692604,-0.0022,-0.0068,0.0065,0.010
62.712685,0.0071,-0.0163,0.0208,0.027
62.732419,0.0023,-0.0113,0.0352,0.037
62.752212,0.0023,-0.0019,0.0304,0.031
62.772388,0.0073,-0.0018,0.0352,0.036
62.792053,0.0072,-0.0067,0.0496,0.051
62.811951,0.0262,-0.0018,0.0400,0.048
62.831565,0.0022,-0.0112,0.0352,0.037
62.851592,-0.0020,-0.0017,0.0448,0.045
62.871110,0.0073,0.0029,0.0352,0.036
62.890985,0.0120,0.0029,0.0448,0.046
62.910841,-0.0025,-0.0067,0.0304,0.031
62.930613,0.0021,0.0077,0.0448,0.045
62.950723,0.0069,-0.0068,0.0640,0.065
62.970302,0.0161,-0.0210,0.0496,0.056
62.990300,-0.0030,0.0029,0.0400,0.040
63.009899,-0.0272,0.0123,0.0352,0.046
63.029834,-0.0129,-0.0069,0.0352,0.038
63.049592,0.0061,0.0027,0.0304,0.031
63.070412,0.0061,-0.0070,0.0400,0.041
63.089470,0.0110,-0.0119,0.0352,0.039
63.108739,0.0035,-0.0066,0.0400,0.041
63.128736,-0.0011,0.0078,0.0400,0.041
63.148571,-0.0011,-0.0113,0.0065,0.013
63.168415,-0.0060,0.0030,0.0352,0.036
63.188701,-0.0011,-0.0067,0.0160,0.017
63.208262,0.0132,0.0032,0.0208,0.025
63.228397,-0.0010,-0.0064,0.0304,0.031
63.247715,-0.0111,-0.0016,0.0161,0.020
63.267710,-0.0113,-0.0111,0.0352,0.039
63.287563,-0.0113,-0.0015,0.0256,0.028
63.307319,-0.0114,0.0169,0.0304,0.037
63.327252,0.0027,-0.0064,0.0304,0.031
63.346937,-0.0069,-0.0112,0.0400,0.042
63.366756,-0.0068,0.0171,0.0448,0.048
63.386609,-0.0163,0.0035,0.0256,0.031
63.406323,0.0029,-0.0015,0.0161,0.016
63.426072,-0.0068,-0.0112,0.0304,0.033
63.445836,0.0123,-0.0017,0.0161,0.020
63.466251,0.0024,-0.0015,0.0161,0.016
63.485517,-0.0119,-0.0014,0.0256,0.028
63.505267,0.0071,0.0033,0.0448,0.045
63.525438,-0.0072,0.0031,0.0352,0.036
63.544939,-0.0121,0.0080,0.0161,0.022
63.564666,-0.0027,-0.0112,0.0304,0.033
63.584761,-0.0027,-0.0064,0.0256,0.027
63.604378,-0.0025,-0.0064,0.0352,0.036
63.624200,-0.0027,-0.0112,0.0400,0.042
63.644115,0.0068,-0.0017,0.0352,0.036
63.664011,0.0068,0.0031,0.0496,0.050
63.683779,0.0114,-0.0018,0.0496,0.051
63.703634,0.0017,-0.0017,0.0352,0.035
63.723295,0.0014,0.0029,0.0592,0.059
63.743426,-0.0034,-0.0066,0.0400,0.041
63.762969,-0.0040,0.0032,0.0209,0.021
63.782657,-0.0088,-0.0016,0.0113,0.014
63.802425,-0.0088,0.0128,0.0209,0.026
63.823889,-0.0039,0.0176,0.0352,0.040
63.842626,-0.0084,-0.0157,0.0257,0.031
63.861963,-0.0085,0.0034,0.0209,0.023
63.881637,-0.0179,0.0083,0.0257,0.032
63.901258,0.0010,-0.0062,0.0304,0.031
63.921376,0.0059,0.0082,0.0256,0.028
63.940916,-0.0131,0.0266,0.0400,0.050
63.961025,0.0058,0.0128,0.0304,0.034
63.980555,-0.0037,-0.0064,0.0352,0.036
64.001121,-0.0178,-0.0017,0.0400,0.044
64.020727,0.0109,-0.0017,0.0209,0.024
64.041758,0.0062,-0.0113,0.0256,0.029
64.061478,0.0013,-0.0066,0.0352,0.036
64.080055,0.0011,0.0127,0.0352,0.037
64.099938,-0.0084,0.0126,0.0352,0.038
64.119603,0.0030,-0.0024,0.0113,0.012
64.139617,-0.0019,-0.0065,0.0209,0.022
64.159034,-0.0022,-0.0023,0.0209,0.021
64.180098,0.0074,-0.0071,0.0352,0.037
64.199309,-0.0069,-0.0025,0.0448,0.045
64.220445,-0.0116,0.0023,0.0304,0.033
64.240903,0.0029,0.0024,0.0256,0.026
64.259746,0.0076,0.0072,0.0304,0.032
64.280611,-0.0018,0.0070,0.0448,0.045
64.299892,-0.0065,-0.0025,0.0209,0.022
64.319467,-0.0113,-0.0115,0.0304,0.034
64.339610,-0.0116,-0.0071,0.0448,0.047
64.359678,-0.0021,-0.0022,0.0400,0.040
64.378671,-0.0022,-0.0113,0.0352,0.037
64.399469,-0.0020,-0.0023,0.0113,0.012
64.418620,-0.0020,0.0071,0.0209,0.022
64.436883,-0.0021,0.0167,0.0304,0.035
64.456470,-0.0019,0.0023,0.0496,0.050
64.477097,-0.0066,-0.0025,0.0400,0.041
64.496357,-0.0065,0.0215,0.0304,0.038
64.517208,-0.0066,0.0120,0.0113,0.018
64.536367,0.0031,-0.0160,0.0256,0.030
64.556837,-0.0065,-0.0021,0.0209,0.022
64.578137,0.0126,-0.0068,0.0352,0.038
64.596647,0.0032,-0.0020,0.0544,0.055
64.617374,0.0033,0.0030,0.0209,0.021
64.636433,-0.0060,0.0030,0.0448,0.045
64.656249,-0.0014,-0.0019,0.0256,0.026
64.677315,-0.0015,-0.0118,0.0304,0.033
64.695829,-0.0010,-0.0070,0.0209,0.022
64.715841,-0.0057,0.0073,0.0161,0.019
64.735612,-0.0055,0.0072,0.0161,0.018
64.755407,-0.0054,-0.0025,0.0256,0.026
64.775420,-0.0098,-0.0026,0.0352,0.037
64.794786,-0.0099,-0.0026,0.0256,0.028
64.815178,-0.0003,-0.0026,0.0304,0.031
64.833566,-0.0051,-0.0071,0.0448,0.046
64.853033,0.0045,0.0026,0.0161,0.017
64.873976,-0.0002,0.0025,0.0352,0.035
64.892682,-0.0053,-0.0022,0.0065,0.009
64.916410,-0.0007,-0.0023,0.0208,0.021
64.935953,-0.0056,-0.0073,0.0400,0.041
64.952447,-0.0103,-0.0070,0.0400,0.042
64.972254,0.0040,0.0121,0.0256,0.029
64.991989,0.0087,0.0022,0.0304,0.032
65.013877,0.0039,-0.0169,0.0400,0.044
65.033609,-0.0009,-0.0026,0.0400,0.040
65.053348,-0.0058,0.0021,0.0161,0.017
65.073318,-0.0058,-0.0027,0.0256,0.026
65.096399,-0.0011,-0.0027,0.0161,0.016
65.112913,-0.0100,-0.0075,0.0400,0.042
65.131306,-0.0047,-0.0075,0.0304,0.032
65.150045,-0.0094,-0.0026,0.0208,0.023
65.176636,-0.0140,-0.0026,0.0400,0.042
65.191383,0.0053,0.0071,0.0208,0.023
65.210771,0.0054,0.0023,0.0256,0.026
65.231245,-0.0136,-0.0024,0.0352,0.038
65.249273,-0.0087,-0.0118,0.0208,0.025
65.268697,0.0007,0.0073,0.0208,0.022
65.288588,-0.0082,-0.0024,0.0400,0.041
65.308531,-0.0032,-0.0023,0.0160,0.017
65.328651,0.0017,-0.0071,0.0256,0.027
65.348112,-0.0031,-0.0073,0.0160,0.018
65.367728,-0.0031,0.0023,0.0304,0.031
65.387835,-0.0081,-0.0025,0.0400,0.041
65.407792,-0.0081,-0.0165,0.0304,0.036
65.428130,-0.0035,0.0028,0.0448,0.045
65.446836,-0.0034,-0.0021,0.0208,0.021
65.466624,-0.0081,0.0028,0.0256,0.027
65.486869,0.0014,-0.0069,0.0256,0.027
65.507041,0.0061,-0.0068,0.0256,0.027
65.526709,-0.0179,-0.0068,0.0208,0.028
65.546563,-0.0035,0.0025,0.0304,0.031
65.566160,0.0014,-0.0021,0.0208,0.021
65.586485,0.0059,0.0027,0.0208,0.022
65.606221,0.0013,-0.0022,0.0352,0.035
65.626956,0.0063,0.0026,0.0496,0.050
65.647625,0.0063,-0.0069,0.0113,0.015
65.666650,-0.0032,0.0075,0.0113,0.014
65.687138,-0.0074,-0.0115,0.0208,0.025
65.707406,-0.0026,0.0078,0.0448,0.046
65.727432,0.0071,-0.0017,0.0256,0.027
65.746167,0.0165,-0.0163,0.0208,0.031
65.765597,0.0117,0.0170,0.0256,0.033
65.786304,0.0071,0.0121,0.0304,0.034
65.805193,0.0117,0.0026,0.0304,0.033
65.825477,0.0117,-0.0024,0.0400,0.042
65.845167,0.0021,-0.0071,0.0256,0.027
65.864764,-0.0074,0.0024,0.0256,0.027
65.885179,0.0022,-0.0071,0.0208,0.022
65.905114,0.0020,0.0073,0.0208,0.022
65.924722,0.0018,-0.0214,0.0496,0.054
65.944747,0.0113,-0.0115,0.0448,0.048
65.963882,0.0018,0.0074,0.0208,0.022
65.984365,-0.0078,-0.0024,0.0496,0.050
66.003394,0.0161,0.0024,0.0640,0.066
66.023596,0.0068,0.0024,0.0208,0.022
66.041953,-0.0169,-0.0026,0.0352,0.039
66.061959,-0.0022,-0.0028,0.0160,0.016
66.081498,0.0074,-0.0075,0.0304,0.032
66.101677,0.0168,0.0021,0.0256,0.031
66.121823,-0.0028,0.0115,0.0112,0.016
66.140918,-0.0171,-0.0125,0.0208,0.030
66.161202,-0.0172,0.0018,0.0352,0.039
66.180464,0.0069,0.0114,0.0304,0.033
66.200472,0.0023,-0.0029,0.0160,0.016
66.221269,-0.0027,-0.0221,0.0304,0.038
66.242003,-0.0074,-0.0029,0.0304,0.031
66.261461,-0.0028,0.0067,0.0400,0.041
66.281659,-0.0028,-0.0075,0.0448,0.045
66.300700,0.0070,-0.0073,0.0208,0.023
66.321519,0.0022,-0.0072,0.0256,0.027
66.340912,-0.0121,-0.0070,0.0304,0.033
66.360420,-0.0073,0.0073,0.0304,0.032
66.382032,-0.0121,0.0218,0.0400,0.047
66.404759,-0.0122,0.0025,0.0256,0.029
66.418068,0.0117,-0.0023,0.0256,0.028
66.437803,0.0020,-0.0021,0.0208,0.021
66.459636,-0.0077,-0.0068,0.0208,0.023
66.477539,-0.0028,-0.0069,0.0352,0.036
66.497309,0.0071,-0.0164,0.0448,0.048
66.517200,-0.0021,-0.0115,0.0352,0.037
66.537015,-0.0020,0.0031,0.0400,0.040
66.558020,0.0119,0.0029,0.0400,0.042
66.577748,-0.0018,-0.0066,0.0304,0.031
66.597512,-0.0067,-0.0019,0.0400,0.041
66.617651,0.0075,0.0172,0.0160,0.025
